Rowid_;FID;FREQUENCY;CUMUN;NMUN;N_SECCIONES
;0;1;26031;Bobadilla;1
;0;1;26032;Brieva de Cameros;1
;0;1;26033;Briñas;1
;0;1;26034;Briones;1
;0;1;26035;Cabezón de Cameros;1
;0;14;26036;Calahorra;14
;0;1;26037;Camprovín;1
;0;1;26038;Canales de la Sierra;1
;0;1;26039;Canillas de Río Tuerto;1
;0;1;26040;Cañas;1
;0;1;26041;Cárdenas;1
;0;1;26042;Casalarreina;1
;0;1;26043;Castañares de Rioja;1
;0;1;26044;Castroviejo;1
;0;1;26045;Cellorigo;1
;0;2;26046;Cenicero;2
;0;2;26047;Cervera del Río Alhama;2
;0;1;26048;Cidamón;1
;0;1;26049;Cihuri;1
;0;1;26050;Cirueña;1
;0;1;26051;Clavijo;1
;0;1;26052;Cordovín;1
;0;1;26053;Corera;1
;0;1;26054;Cornago;1
;0;1;26055;Corporales;1
;0;1;26056;Cuzcurrita de Río Tirón;1
;0;1;26057;Daroca de Rioja;1
;0;1;26058;Enciso;1
;0;1;26059;Entrena;1
;0;1;26060;Estollo;1
;0;1;26061;Ezcaray;1
;0;1;26062;Foncea;1
;0;1;26063;Fonzaleche;1
;0;2;26064;Fuenmayor;2
;0;1;26065;Galbárruli;1
;0;1;26066;Galilea;1
;0;1;26067;Gallinero de Cameros;1
;0;1;26068;Gimileo;1
;0;1;26069;Grañón;1
;0;1;26070;Grávalos;1
;0;8;26071;Haro;8
;0;1;26072;Herce;1
;0;1;26073;Herramélluri;1
;0;1;26074;Hervías;1
;0;1;26075;Hormilla;1
;0;1;26076;Hormilleja;1
;0;1;26077;Hornillos de Cameros;1
;0;1;26078;Hornos de Moncalvillo;1
;0;1;26079;Huércanos;1
;0;1;26080;Igea;1
;0;1;26081;Jalón de Cameros;1
;0;1;26082;Laguna de Cameros;1
;0;1;26083;Lagunilla del Jubera;1
;0;5;26084;Lardero;5
;0;1;26086;Ledesma de la Cogolla;1
;0;1;26087;Leiva;1
;0;1;26088;Leza de Río Leza;1
;0;109;26089;Logroño;109
;0;1;26091;Lumbreras;1
;0;1;26092;Manjarrés;1
;0;1;26093;Mansilla de la Sierra;1
;0;1;26094;Manzanares de Rioja;1
;0;1;26095;Matute;1
;0;1;26096;Medrano;1
;0;1;26098;Munilla;1
;0;2;26099;Murillo de Río Leza;2
;0;1;26100;Muro de Aguas;1
;0;1;26101;Muro en Cameros;1
;0;6;26102;Nájera;6
;0;1;26103;Nalda;1
;0;1;26104;Navajún;1
;0;2;26105;Navarrete;2
;0;1;26106;Nestares;1
;0;1;26107;Nieva de Cameros;1
;0;1;26108;Ocón;1
;0;1;26109;Ochánduri;1
;0;1;26110;Ojacastro;1
;0;1;26111;Ollauri;1
;0;1;26112;Ortigosa de Cameros;1
;0;1;26113;Pazuengos;1
;0;1;26114;Pedroso;1
;0;1;26115;Pinillos;1
;0;2;26117;Pradejón;2
;0;1;26118;Pradillo;1
;0;1;26119;Préjano;1
;0;2;26120;Quel;2
;0;1;26121;Rabanera;1
;0;1;26122;Rasillo de Cameros, El;1
;0;1;26123;Redal, El;1
;0;1;26124;Ribafrecha;1
;0;2;26125;Rincón de Soto;2
;0;1;26126;Robres del Castillo;1
;0;1;26127;Rodezno;1
;0;1;26128;Sajazarra;1
;0;1;26129;San Asensio;1
;0;1;26130;San Millán de la Cogolla;1
;0;1;26131;San Millán de Yécora;1
;0;1;26132;San Román de Cameros;1
;0;1;26134;Santa Coloma;1
;0;1;26135;Santa Engracia del Jubera;1
;0;1;26136;Santa Eulalia Bajera;1
;0;4;26138;Santo Domingo de la Calzada;4
;0;1;26139;San Torcuato;1
;0;1;26140;Santurde de Rioja;1
;0;1;26141;Santurdejo;1
;0;1;26142;San Vicente de la Sonsierra;1
;0;1;26143;Sojuela;1
;0;1;26144;Sorzano;1
;0;1;26145;Sotés;1
;0;1;26146;Soto en Cameros;1
;0;1;26147;Terroba;1
;0;1;26148;Tirgo;1
;0;1;26149;Tobía;1
;0;1;26150;Tormantos;1
;0;1;26151;Torrecilla en Cameros;1
;0;1;26152;Torrecilla sobre Alesanco;1
;0;1;26153;Torre en Cameros;1
;0;1;26154;Torremontalbo;1
;0;1;26155;Treviana;1
;0;1;26157;Tricio;1
;0;1;26158;Tudelilla;1
;0;1;26160;Uruñuela;1
;0;1;26161;Valdemadera;1
;0;1;26162;Valgañón;1
;0;1;26163;Ventosa;1
;0;1;26164;Ventrosa;1
;0;1;26165;Viguera;1
;0;1;26166;Villalba de Rioja;1
;0;1;26167;Villalobar de Rioja;1
;0;4;26168;Villamediana de Iregua;4
;0;1;26169;Villanueva de Cameros;1
;0;1;26170;Villar de Arnedo, El;1
;0;1;26171;Villar de Torre;1
;0;1;26172;Villarejo;1
;0;1;26173;Villarroya;1
;0;1;26174;Villarta-Quintana;1
;0;1;26175;Villavelayo;1
;0;1;26176;Villaverde de Rioja;1
;0;1;26177;Villoslada de Cameros;1
;0;1;26178;Viniegra de Abajo;1
;0;1;26179;Viniegra de Arriba;1
;0;1;26180;Zarratón;1
;0;1;26181;Zarzosa;1
;0;1;26183;Zorraquín;1
;0;3;27001;Abadín;3
;0;2;27002;Alfoz;2
;0;3;27003;Antas de Ulla;3
;0;1;27004;Baleira;1
;0;3;27005;Barreiros;3
;0;3;27006;Becerreá;3
;0;3;27007;Begonte;3
;0;2;27008;Bóveda;2
;0;3;27009;Carballedo;3
;0;5;27010;Castro de Rei;5
;0;3;27011;Castroverde;3
;0;2;27012;Cervantes;2
;0;3;27013;Cervo;3
;0;4;27014;Corgo, O;4
;0;4;27015;Cospeito;4
;0;7;27016;Chantada;7
;0;1;27017;Folgoso do Courel;1
;0;4;27018;Fonsagrada, A;4
;0;7;27019;Foz;7
;0;4;27020;Friol;4
;0;3;27021;Xermade;3
;0;6;27022;Guitiriz;6
;0;3;27023;Guntín;3
;0;2;27024;Incio, O;2
;0;3;27025;Xove;3
;0;3;27026;Láncara;3
;0;2;27027;Lourenzá;2
;0;74;27028;Lugo;74
;0;1;27029;Meira;1
;0;3;27030;Mondoñedo;3
;0;14;27031;Monforte de Lemos;14
;0;3;27032;Monterroso;3
;0;1;27033;Muras;1
;0;1;27034;Navia de Suarna;1
;0;1;27035;Negueira de Muñiz;1
;0;1;27037;Nogais, As;1
;0;1;27038;Ourol;1
;0;5;27039;Outeiro de Rei;5
;0;4;27040;Palas de Rei;4
;0;2;27041;Pantón;2
;0;2;27042;Paradela;2
;0;2;27043;Páramo, O;2
;0;3;27044;Pastoriza, A;3
;0;1;27045;Pedrafita do Cebreiro;1
;0;2;27046;Pol;2
;0;2;27047;Pobra do Brollón, A;2
;0;2;27048;Pontenova, A;2
;0;1;27049;Portomarín;1
;0;2;27050;Quiroga;2
;0;6;27051;Ribadeo;6
;0;1;27052;Ribas de Sil;1
;0;1;27053;Ribeira de Piquín;1
;0;1;27054;Riotorto;1
;0;1;27055;Samos;1
;0;1;27056;Rábade;1
;0;10;27057;Sarria;10
;0;3;27058;Saviñao, O;3
;0;3;27059;Sober;3
;0;3;27060;Taboada;3
;0;1;27061;Trabada;1
;0;1;27062;Triacastela;1
;0;2;27063;Valadouro, O;2
;0;2;27064;Vicedo, O;2
;0;12;27065;Vilalba;12
;0;11;27066;Viveiro;11
;0;2;27901;Baralla;2
;0;6;27902;Burela;6
;0;1;28001;Acebeda, La;1
;0;2;28002;Ajalvir;2
;0;1;28003;Alameda del Valle;1
;0;4;28004;Álamo, El;4
;0;125;28005;Alcalá de Henares;125
;0;67;28006;Alcobendas;67
;0;120;28007;Alcorcón;120
;0;1;28008;Aldea del Fresno;1
;0;9;28009;Algete;9
;0;8;28010;Alpedrete;8
;0;1;28011;Ambite;1
;0;1;28012;Anchuelo;1
;0;32;28013;Aranjuez;32
;0;26;28014;Arganda del Rey;26
;0;14;28015;Arroyomolinos;14
;0;1;28016;Atazar, El;1
;0;1;28017;Batres;1
;0;2;28018;Becerril de la Sierra;2
;0;1;28019;Belmonte de Tajo;1
;0;1;28020;Berzosa del Lozoya;1
;0;1;28021;Berrueco, El;1
;0;27;28022;Boadilla del Monte;27
;0;4;28023;Boalo, El;4
;0;1;28024;Braojos;1
;0;1;28025;Brea de Tajo;1
;0;5;28026;Brunete;5
;0;1;28027;Buitrago del Lozoya;1
;0;1;28028;Bustarviejo;1
;0;1;28029;Cabanillas de la Sierra;1
;0;1;28030;Cabrera, La;1
;0;2;28031;Cadalso de los Vidrios;2
;0;3;28032;Camarma de Esteruelas;3
;0;3;28033;Campo Real;3
;0;1;28034;Canencia;1
;0;1;28035;Carabaña;1
;0;2;28036;Casarrubuelos;2
;0;2;28037;Cenicientos;2
;0;3;28038;Cercedilla;3
;0;1;28039;Cervera de Buitrago;1
;0;11;28040;Ciempozuelos;11
;0;3;28041;Cobeña;3
;0;1;28042;Colmenar del Arroyo;1
;0;5;28043;Colmenar de Oreja;5
;0;4;28044;Colmenarejo;4
;0;24;28045;Colmenar Viejo;24
;0;4;28046;Collado Mediano;4
;0;31;28047;Collado Villalba;31
;0;1;28048;Corpa;1
;0;54;28049;Coslada;54
;0;3;28050;Cubas de la Sagra;3
;0;1;28051;Chapinería;1
;0;3;28052;Chinchón;3
;0;4;28053;Daganzo de Arriba;4
;0;9;28054;Escorial, El;9
;0;1;28055;Estremera;1
;0;1;28056;Fresnedillas de la Oliva;1
;0;1;28057;Fresno de Torote;1
;0;118;28058;Fuenlabrada;118
;0;3;28059;Fuente el Saz de Jarama;3
;0;1;28060;Fuentidueña de Tajo;1
;0;13;28061;Galapagar;13
;0;1;28062;Garganta de los Montes;1
;0;1;28063;Gargantilla del Lozoya y Pinilla de Buitrago;1
;0;1;28064;Gascones;1
;0;122;28065;Getafe;122
;0;5;28066;Griñón;5
;0;3;28067;Guadalix de la Sierra;3
;0;8;28068;Guadarrama;8
;0;1;28069;Hiruela, La;1
;0;1;28070;Horcajo de la Sierra-Aoslos;1
;0;1;28071;Horcajuelo de la Sierra;1
;0;3;28072;Hoyo de Manzanares;3
;0;8;28073;Humanes de Madrid;8
;0;143;28074;Leganés;143
;0;5;28075;Loeches;5
;0;1;28076;Lozoya;1
;0;1;28078;Madarcos;1
;0;2443;28079;Madrid;2443
;0;44;28080;Majadahonda;44
;0;4;28082;Manzanares el Real;4
;0;5;28083;Meco;5
;0;11;28084;Mejorada del Campo;11
;0;3;28085;Miraflores de la Sierra;3
;0;3;28086;Molar, El;3
;0;2;28087;Molinos, Los;2
;0;1;28088;Montejo de la Sierra;1
;0;3;28089;Moraleja de Enmedio;3
;0;5;28090;Moralzarzal;5
;0;4;28091;Morata de Tajuña;4
;0;136;28092;Móstoles;136
;0;1;28093;Navacerrada;1
;0;1;28094;Navalafuente;1
;0;1;28095;Navalagamella;1
;0;14;28096;Navalcarnero;14
;0;1;28097;Navarredonda y San Mamés;1
;0;1;28099;Navas del Rey;1
;0;3;28100;Nuevo Baztán;3
;0;1;28101;Olmeda de las Fuentes;1
;0;1;28102;Orusco de Tajuña;1
;0;11;28104;Paracuellos de Jarama;11
;0;66;28106;Parla;66
;0;1;28107;Patones;1
;0;2;28108;Pedrezuela;2
;0;1;28109;Pelayos de la Presa;1
;0;1;28110;Perales de Tajuña;1
;0;1;28111;Pezuela de las Torres;1
;0;1;28112;Pinilla del Valle;1
;0;28;28113;Pinto;28
;0;1;28114;Piñuécar-Gandullas;1
;0;51;28115;Pozuelo de Alarcón;51
;0;1;28116;Pozuelo del Rey;1
;0;1;28117;Prádena del Rincón;1
;0;1;28118;Puebla de la Sierra;1
;0;2;28119;Quijorna;2
;0;1;28120;Rascafría;1
;0;1;28121;Redueña;1
;0;1;28122;Ribatejada;1
;0;45;28123;Rivas-Vaciamadrid;45
;0;1;28124;Robledillo de la Jara;1
;0;2;28125;Robledo de Chavela;2
;0;1;28126;Robregordo;1
;0;49;28127;Rozas de Madrid, Las;49
;0;1;28128;Rozas de Puerto Real;1
;0;6;28129;San Agustín del Guadalix;6
;0;23;28130;San Fernando de Henares;23
;0;9;28131;San Lorenzo de El Escorial;9
;0;8;28132;San Martín de la Vega;8
;0;4;28133;San Martín de Valdeiglesias;4
;0;53;28134;San Sebastián de los Reyes;53
;0;1;28135;Santa María de la Alameda;1
;0;1;28136;Santorcaz;1
;0;1;28137;Santos de la Humosa, Los;1
;0;1;28138;Serna del Monte, La;1
;0;3;28140;Serranillos del Valle;3
;0;4;28141;Sevilla la Nueva;4
;0;1;28143;Somosierra;1
;0;4;28144;Soto del Real;4
;0;2;28145;Talamanca de Jarama;2
;0;1;28146;Tielmes;1
;0;1;28147;Titulcia;1
;0;78;28148;Torrejón de Ardoz;78
;0;5;28149;Torrejón de la Calzada;5
;0;3;28150;Torrejón de Velasco;3
;0;3;28151;Torrelaguna;3
;0;10;28152;Torrelodones;10
;0;1;28153;Torremocha de Jarama;1
;0;4;28154;Torres de la Alameda;4
;0;1;28155;Valdaracete;1
;0;1;28156;Valdeavero;1
;0;1;28157;Valdelaguna;1
;0;1;28158;Valdemanco;1
;0;1;28159;Valdemaqueda;1
;0;5;28160;Valdemorillo;5
;0;40;28161;Valdemoro;40
;0;2;28162;Valdeolmos-Alalpardo;2
;0;1;28163;Valdepiélagos;1
;0;2;28164;Valdetorres de Jarama;2
;0;1;28165;Valdilecha;1
;0;1;28166;Valverde de Alcalá;1
;0;6;28167;Velilla de San Antonio;6
;0;1;28168;Vellón, El;1
;0;1;28169;Venturada;1
;0;2;28170;Villaconejos;2
;0;4;28171;Villa del Prado;4
;0;6;28172;Villalbilla;6
;0;1;28173;Villamanrique de Tajo;1
;0;1;28174;Villamanta;1
;0;1;28175;Villamantilla;1
;0;8;28176;Villanueva de la Cañada;8
;0;8;28177;Villanueva del Pardillo;8
;0;1;28178;Villanueva de Perales;1
;0;1;28179;Villar del Olmo;1
;0;5;28180;Villarejo de Salvanés;5
;0;16;28181;Villaviciosa de Odón;16
;0;1;28182;Villavieja del Lozoya;1
;0;1;28183;Zarzalejo;1
;0;1;28901;Lozoyuela-Navas-Sieteiglesias;1
;0;1;28902;Puentes Viejas;1
;0;25;28903;Tres Cantos;25
;0;4;29001;Alameda;4
;0;1;29002;Alcaucín;1
;0;1;29003;Alfarnate;1
;0;1;29004;Alfarnatejo;1
;0;4;29005;Algarrobo;4
;0;1;29006;Algatocín;1
;0;20;29007;Alhaurín de la Torre;20
;0;12;29008;Alhaurín el Grande;12
;0;1;29009;Almáchar;1
;0;2;29010;Almargen;2
;0;4;29011;Almogía;4
;0;9;29012;Álora;9
;0;2;29013;Alozaina;2
;0;1;29014;Alpandeire;1
;0;29;29015;Antequera;29
;0;1;29016;Árchez;1
;0;7;29017;Archidona;7
;0;2;29018;Ardales;2
;0;1;29019;Arenas;1
;0;3;29020;Arriate;3
;0;1;29021;Atajate;1
;0;1;29022;Benadalid;1
;0;2;29023;Benahavís;2
;0;1;29024;Benalauría;1
;0;36;29025;Benalmádena;36
;0;1;29026;Benamargosa;1
;0;2;29027;Benamocarra;2
;0;1;29028;Benaoján;1
;0;1;29029;Benarrabá;1
;0;1;29030;Borge, El;1
;0;1;29031;Burgo, El;1
;0;5;29032;Campillos;5
;0;1;29033;Canillas de Aceituno;1
;0;1;29034;Canillas de Albaida;1
;0;2;29035;Cañete la Real;2
;0;1;29036;Carratraca;1
;0;1;29037;Cartajima;1
;0;14;29038;Cártama;14
;0;2;29039;Casabermeja;2
;0;2;29040;Casarabonela;2
;0;3;29041;Casares;3
;0;13;29042;Coín;13
;0;2;29043;Colmenar;2
;0;1;29044;Comares;1
;0;2;29045;Cómpeta;2
;0;2;29046;Cortes de la Frontera;2
;0;1;29047;Cuevas Bajas;1
;0;2;29048;Cuevas del Becerro;2
;0;3;29049;Cuevas de San Marcos;3
;0;1;29050;Cútar;1
;0;36;29051;Estepona;36
;0;1;29052;Faraján;1
;0;1;29053;Frigiliana;1
;0;39;29054;Fuengirola;39
;0;1;29055;Fuente de Piedra;1
;0;1;29056;Gaucín;1
;0;1;29057;Genalguacil;1
;0;1;29058;Guaro;1
;0;2;29059;Humilladero;2
;0;1;29060;Igualeja;1
;0;1;29061;Istán;1
;0;1;29062;Iznate;1
;0;1;29063;Jimera de Líbar;1
;0;1;29064;Jubrique;1
;0;1;29065;Júzcar;1
;0;1;29066;Macharaviaya;1
;0;437;29067;Málaga;437
;0;6;29068;Manilva;6
;0;76;29069;Marbella;76
;0;29;29070;Mijas;29
;0;1;29071;Moclinejo;1
;0;2;29072;Mollina;2
;0;2;29073;Monda;2
;0;1;29074;Montejaque;1
;0;10;29075;Nerja;10
;0;2;29076;Ojén;2
;0;1;29077;Parauta;1
;0;3;29079;Periana;3
;0;7;29080;Pizarra;7
;0;1;29081;Pujerra;1
;0;25;29082;Rincón de la Victoria;25
;0;2;29083;Riogordo;2
;0;28;29084;Ronda;28
;0;1;29085;Salares;1
;0;1;29086;Sayalonga;1
;0;1;29087;Sedella;1
;0;2;29088;Sierra de Yeguas;2
;0;3;29089;Teba;3
;0;1;29090;Tolox;1
;0;8;29091;Torrox;8
;0;1;29092;Totalán;1
;0;2;29093;Valle de Abdalajís;2
;0;49;29094;Vélez-Málaga;49
;0;2;29095;Villanueva de Algaidas;2
;0;2;29096;Villanueva del Rosario;2
;0;5;29097;Villanueva del Trabuco;5
;0;1;29098;Villanueva de Tapia;1
;0;1;29099;Viñuela;1
;0;2;29100;Yunquera;2
;0;43;29901;Torremolinos;43
;0;3;29902;Villanueva de la Concepción;3
;0;1;29903;Montecorto;1
;0;1;29904;Serrato;1
;0;6;30001;Abanilla;6
;0;12;30002;Abarán;12
;0;30;30003;Águilas;30
;0;1;30004;Albudeite;1
;0;26;30005;Alcantarilla;26
;0;1;30006;Aledo;1
;0;8;30007;Alguazas;8
;0;18;30008;Alhama de Murcia;18
;0;11;30009;Archena;11
;0;10;30010;Beniel;10
;0;5;30011;Blanca;5
;0;12;30012;Bullas;12
;0;9;30013;Calasparra;9
;0;2;30014;Campos del Río;2
;0;26;30015;Caravaca de la Cruz;26
;0;185;30016;Cartagena;185
;0;15;30017;Cehegín;15
;0;9;30018;Ceutí;9
;0;34;30019;Cieza;34
;0;6;30020;Fortuna;6
;0;12;30021;Fuente Álamo de Murcia;12
;0;22;30022;Jumilla;22
;0;5;30023;Librilla;5
;0;69;30024;Lorca;69
;0;7;30025;Lorquí;7
;0;21;30026;Mazarrón;21
;0;56;30027;Molina de Segura;56
;0;8;30028;Moratalla;8
;0;14;30029;Mula;14
;0;388;30030;Murcia;388
;0;1;30031;Ojós;1
;0;4;30032;Pliego;4
;0;12;30033;Puerto Lumbreras;12
;0;1;30034;Ricote;1
;0;23;30035;San Javier;23
;0;19;30036;San Pedro del Pinatar;19
;0;21;30037;Torre-Pacheco;21
;0;20;30038;Torres de Cotillas, Las;20
;0;27;30039;Totana;27
;0;1;30040;Ulea;1
;0;15;30041;Unión, La;15
;0;2;30042;Villanueva del Río Segura;2
;0;30;30043;Yecla;30
;0;13;30901;Santomera;13
;0;9;30902;Alcázares, Los;9
;0;1;31001;Abáigar;1
;0;1;31002;Abárzuza/Abartzuza;1
;0;1;31003;Abaurregaina/Abaurrea Alta;1
;0;1;31004;Abaurrepea/Abaurrea Baja;1
;0;1;31005;Aberin;1
;0;2;31006;Ablitas;2
;0;1;31007;Adiós;1
;0;1;31008;Aguilar de Codés;1
;0;1;31009;Aibar/Oibar;1
;0;5;31010;Altsasu/Alsasua;5
;0;1;31011;Allín/Allin;1
;0;1;31012;Allo;1
;0;1;31013;Améscoa Baja;1
;0;1;31014;Ancín/Antzin;1
;0;2;31015;Andosilla;2
;0;6;31016;Ansoáin/Antsoain;6
;0;1;31017;Anue;1
;0;1;31018;Añorbe;1
;0;2;31019;Aoiz/Agoitz;2
;0;1;31020;Araitz;1
;0;1;31021;Aranarache/Aranaratxe;1
;0;1;31022;Arantza;1
;0;4;31023;Aranguren;4
;0;1;31024;Arano;1
;0;1;31025;Arakil;1
;0;1;31026;Aras;1
;0;1;31027;Arbizu;1
;0;1;31028;Arce/Artzi;1
;0;1;31029;Arcos, Los;1
;0;1;31030;Arellano;1
;0;1;31031;Areso;1
;0;2;31032;Arguedas;2
;0;1;31033;Aria;1
;0;1;31034;Aribe;1
;0;1;31035;Armañanzas;1
;0;1;31036;Arróniz;1
;0;1;31037;Arruazu;1
;0;1;31038;Artajona;1
;0;1;31039;Artazu;1
;0;1;31040;Atez/Atetz;1
;0;1;31041;Ayegui/Aiegi;1
;0;2;31042;Azagra;2
;0;1;31043;Azuelo;1
;0;1;31044;Bakaiku;1
;0;1;31045;Barásoain;1
;0;1;31046;Barbarin;1
;0;1;31047;Bargota;1
;0;1;31048;Barillas;1
;0;1;31049;Basaburua;1
;0;5;31050;Baztan;5
;0;1;31051;Beire;1
;0;1;31052;Belascoáin;1
;0;1;31053;Berbinzana;1
;0;1;31054;Bertizarana;1
;0;1;31055;Betelu;1
;0;1;31056;Biurrun-Olcoz;1
;0;2;31057;Buñuel;2
;0;1;31058;Auritz/Burguete;1
;0;1;31059;Burgui/Burgi;1
;0;11;31060;Burlada/Burlata;11
;0;1;31061;Busto, El;1
;0;1;31062;Cabanillas;1
;0;1;31063;Cabredo;1
;0;1;31064;Cadreita;1
;0;2;31065;Caparroso;2
;0;1;31066;Cárcar;1
;0;2;31067;Carcastillo;2
;0;3;31068;Cascante;3
;0;1;31069;Cáseda;1
;0;3;31070;Castejón;3
;0;1;31071;Castillonuevo;1
;0;4;31072;Cintruénigo;4
;0;1;31073;Ziordia;1
;0;1;31074;Cirauqui/Zirauki;1
;0;1;31075;Ciriza/Ziritza;1
;0;2;31076;Cizur;2
;0;4;31077;Corella;4
;0;2;31078;Cortes;2
;0;1;31079;Desojo;1
;0;1;31080;Dicastillo;1
;0;1;31081;Donamaria;1
;0;1;31082;Etxalar;1
;0;1;31083;Echarri;1
;0;2;31084;Etxarri Aranatz;2
;0;1;31085;Etxauri;1
;0;9;31086;Valle de Egüés;9
;0;1;31087;Elgorriaga;1
;0;4;31088;Noáin (Valle de Elorz)/Noain (Elortzibar);4
;0;1;31089;Enériz/Eneritz;1
;0;1;31090;Eratsun;1
;0;1;31091;Ergoiena;1
;0;1;31092;Erro;1
;0;1;31093;Ezcároz/Ezkaroze;1
;0;1;31094;Eslava;1
;0;1;31095;Esparza de Salazar/Espartza Zaraitzu;1
;0;1;31096;Espronceda;1
;0;10;31097;Estella-Lizarra;10
;0;1;31098;Esteribar;1
;0;1;31099;Etayo;1
;0;1;31100;Eulate;1
;0;1;31101;Ezcabarte;1
;0;1;31102;Ezkurra;1
;0;1;31103;Ezprogui;1
;0;2;31104;Falces;2
;0;2;31105;Fitero;2
;0;1;31106;Fontellas;1
;0;2;31107;Funes;2
;0;2;31108;Fustiñana;2
;0;1;31109;Galar;1
;0;1;31110;Gallipienzo/Galipentzu;1
;0;1;31111;Gallués/Galoze;1
;0;1;31112;Garaioa;1
;0;1;31113;Garde;1
;0;1;31114;Garínoain;1
;0;1;31115;Garralda;1
;0;1;31116;Genevilla;1
;0;1;31117;Goizueta;1
;0;1;31118;Goñi;1
;0;1;31119;Güesa/Gorza;1
;0;1;31120;Guesálaz/Gesalatz;1
;0;1;31121;Guirguillano;1
;0;4;31122;Huarte/Uharte;4
;0;1;31123;Uharte Arakil;1
;0;1;31124;Ibargoiti;1
;0;1;31125;Igúzquiza;1
;0;1;31126;Imotz;1
;0;1;31127;Irañeta;1
;0;1;31128;Isaba/Izaba;1
;0;1;31129;Ituren;1
;0;1;31130;Iturmendi;1
;0;1;31131;Iza/Itza;1
;0;1;31132;Izagaondoa;1
;0;1;31133;Izalzu/Itzaltzu;1
;0;1;31134;Jaurrieta;1
;0;1;31135;Javier;1
;0;1;31136;Juslapeña;1
;0;1;31137;Beintza-Labaien;1
;0;1;31138;Lakuntza;1
;0;1;31139;Lana;1
;0;1;31140;Lantz;1
;0;1;31141;Lapoblación;1
;0;1;31142;Larraga;1
;0;1;31143;Larraona;1
;0;1;31144;Larraun;1
;0;1;31145;Lazagurría;1
;0;1;31146;Leache/Leatxe;1
;0;1;31147;Legarda;1
;0;1;31148;Legaria;1
;0;2;31149;Leitza;2
;0;1;31150;Leoz/Leotz;1
;0;1;31151;Lerga;1
;0;2;31152;Lerín;2
;0;2;31153;Lesaka;2
;0;1;31154;Lezáun;1
;0;1;31155;Liédena;1
;0;1;31156;Lizoáin-Arriasgoiti;1
;0;3;31157;Lodosa;3
;0;1;31158;Lónguida/Longida;1
;0;1;31159;Lumbier;1
;0;1;31160;Luquin;1
;0;1;31161;Mañeru;1
;0;1;31162;Marañón;1
;0;2;31163;Marcilla;2
;0;1;31164;Mélida;1
;0;2;31165;Mendavia;2
;0;1;31166;Mendaza;1
;0;1;31167;Mendigorría;1
;0;1;31168;Metauten;1
;0;2;31169;Milagro;2
;0;1;31170;Mirafuentes;1
;0;1;31171;Miranda de Arga;1
;0;1;31172;Monreal/Elo;1
;0;1;31173;Monteagudo;1
;0;1;31174;Morentin;1
;0;1;31175;Mues;1
;0;2;31176;Murchante;2
;0;1;31177;Murieta;1
;0;1;31178;Murillo el Cuende;1
;0;1;31179;Murillo el Fruto;1
;0;1;31180;Muruzábal;1
;0;1;31181;Navascués/Nabaskoze;1
;0;1;31182;Nazar;1
;0;1;31183;Obanos;1
;0;1;31184;Oco;1
;0;1;31185;Ochagavía/Otsagabia;1
;0;1;31186;Odieta;1
;0;1;31187;Oiz;1
;0;1;31188;Olaibar;1
;0;1;31189;Olazti/Olazagutía;1
;0;1;31190;Olejua;1
;0;2;31191;Olite/Erriberri;2
;0;1;31192;Olóriz/Oloritz;1
;0;1;31193;Cendea de Olza/Oltza Zendea;1
;0;1;31194;Ollo;1
;0;1;31195;Orbaizeta;1
;0;1;31196;Orbara;1
;0;1;31197;Orísoain;1
;0;1;31198;Oronz/Orontze;1
;0;1;31199;Oroz-Betelu/Orotz-Betelu;1
;0;1;31200;Oteiza;1
;0;137;31201;Pamplona/Iruña;137
;0;3;31202;Peralta/Azkoien;3
;0;1;31203;Petilla de Aragón;1
;0;1;31204;Piedramillera;1
;0;1;31205;Pitillas;1
;0;2;31206;Puente la Reina/Gares;2
;0;1;31207;Pueyo;1
;0;2;31208;Ribaforada;2
;0;1;31209;Romanzado;1
;0;1;31210;Roncal/Erronkari;1
;0;1;31211;Orreaga/Roncesvalles;1
;0;1;31212;Sada;1
;0;1;31213;Saldías;1
;0;1;31214;Salinas de Oro/Jaitz;1
;0;4;31215;San Adrián;4
;0;3;31216;Sangüesa/Zangoza;3
;0;1;31217;San Martín de Unx;1
;0;1;31219;Sansol;1
;0;1;31220;Santacara;1
;0;1;31221;Doneztebe/Santesteban;1
;0;1;31222;Sarriés/Sartze;1
;0;1;31223;Sartaguda;1
;0;1;31224;Sesma;1
;0;1;31225;Sorlada;1
;0;1;31226;Sunbilla;1
;0;7;31227;Tafalla;7
;0;1;31228;Tiebas-Muruarte de Reta;1
;0;1;31229;Tirapu;1
;0;1;31230;Torralba del Río;1
;0;1;31231;Torres del Río;1
;0;21;31232;Tudela;21
;0;1;31233;Tulebras;1
;0;1;31234;Ucar;1
;0;1;31235;Ujué;1
;0;1;31236;Ultzama;1
;0;1;31237;Unciti;1
;0;1;31238;Unzué/Untzue;1
;0;1;31239;Urdazubi/Urdax;1
;0;1;31240;Urdiain;1
;0;1;31241;Urraul Alto;1
;0;1;31242;Urraul Bajo;1
;0;1;31243;Urroz-Villa;1
;0;1;31244;Urroz;1
;0;1;31245;Urzainqui/Urzainki;1
;0;1;31246;Uterga;1
;0;1;31247;Uztárroz/Uztarroze;1
;0;1;31248;Luzaide/Valcarlos;1
;0;2;31249;Valtierra;2
;0;3;31250;Bera;3
;0;3;31251;Viana;3
;0;1;31252;Vidángoz/Bidankoze;1
